,Job Title,Job Type,Company Name,Posted Date,Cities,States,Stipend,Start Date,Duration,Numer of Openings,Late date to apply
613,DAY NULM INTERN,Full Time,TOWN PANCHAYAT KAMATAGI,21-06-2024,Kamatagi,Karnataka,5000 /month,Immediately,2 Months,3,06-07-2024
614,STUDY ON URBAN SHELTER HOMES - NULM,Full Time,Kochi Municipal Corporation,22-06-2024,Ernakulam,Kerala,8000 /month,Immediately,2 Months,1,30-06-2024
615,NULM INTERNSHIP- IMPACT OF NULM SEP SCHEME IN MICRO ENTERPRISES,Full Time,Neyyattinkara Municipality,22-06-2024,Neyyattinkara,Kerala,8000 /month,Immediately,2 Months,1,29-07-2024
616,NULM INTERNSHIP- IMPACT OF PM SVANIDHI SCHEME IN STREET VENDORS,Full Time,Neyyattinkara Municipality,22-06-2024,Neyyattinkara,Kerala,8000 /month,Immediately,2 Months,1,07-07-2024
617,SELF HELP GROUP SEP SUSV SMID,Full Time,PARAPPANANGADI MUNICIPALITY,22-06-2024,Malappuram,Kerala,8000 /month,Immediately,2 Months,3,16-07-2024
618,SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,CHANGANASSERY MUNICIPALITY,22-06-2024,Kottayam,Kerala,8000 /month,Immediately,2 Months,1,02-07-2024
619,SUPPORT TO URBAN STREET VENDORS : SUSV NULM,Full Time,CHANGANASSERY MUNICIPALITY,22-06-2024,Kottayam,Kerala,8000 /month,Immediately,2 Months,1,02-07-2024
620,SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,Guruvayur Municipality,22-06-2024,Guruvayur,Kerala,8000 /month,Immediately,2 Months,1,03-08-2024
621,SELF EMPLOYMENT PROGRAMME : SEP NULM,Full Time,CHANGANASSERY MUNICIPALITY,22-06-2024,Kottayam,Kerala,8000 /month,Immediately,2 Months,1,02-07-2024
622,SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,Guruvayur Municipality,22-06-2024,Guruvayur,Kerala,8000 /month,Immediately,2 Months,1,03-08-2024
623,SMID- STUDY ON ADS RF FUND PRESENT STATUS IN ADS  & ESTP- BENEFICIARY PRESENT STATUS STUDY -MARADU MUNICIPALITY,Full Time,Maradu Municipality,22-06-2024,All,Kerala,8000 /month,Immediately,2 Months,1,19-07-2024
624,"SEP- PRESENT STATUS STUDY OF MICRO ENTERPRISE FORMED USING NULM FUND, CEF & PMFME - MARADU MUNICIPALITY",Full Time,Maradu Municipality,22-06-2024,All,Kerala,8000 /month,Immediately,2 Months,1,19-07-2024
625,INTERNSHIP FOR DAY NULM PROJECT IN PONNANI ULB ON PMSVANIDHI SCHEME,Full Time,Ponnani Municipality,22-06-2024,Ponnani,Kerala,8000 /month,Immediately,2 Months,1,10-08-2024
626,"DAY NULM IMPACT STUDY ON SMID, SEP, EST&P, SUSV AND SUH PROGRAMME",Full Time,VARKALA MUNICIPLAITY,22-06-2024,Varkkallai,Kerala,8000 /month,Immediately,2 Months,2,02-07-2024
627,PM SVANIDHI INTERNSHIP,Full Time,VARKALA MUNICIPLAITY,22-06-2024,Varkkallai,Kerala,8000 /month,Immediately,2 Months,1,02-07-2024
628,TVL -SOCIAL MOBILISATION AND INSTITUTION BUILDING,Full Time,Thiruvalla,24-06-2024,Tiruvalla,Kerala,8000 /month,Immediately,2 Months,1,02-07-2024
629,TVL -SUPPORT FOR URBAN STREET VENDORS,Full Time,Thiruvalla,24-06-2024,Tiruvalla,Kerala,8000 /month,Immediately,2 Months,1,02-07-2024
630,TVL -SELF EMPLOYMENT PROGRAMME,Full Time,Thiruvalla,24-06-2024,Tiruvalla,Kerala,8000 /month,Immediately,2 Months,1,02-07-2024
631,SUSV-  PMSVANIDHI LOAN IMPACT ON STREET VENDORS  AND THEIR PRESENT STATUS- KOOTHATTUKULAM MUNICIPALITY,Full Time,Koothattukulam Municipality,24-06-2024,Kochi,Kerala,8000 /month,Immediately,2 Months,1,05-07-2024
632,SMID - STUDY ON NHG -  FORMATION AND REASONS FOR INACTIVE NHG,Full Time,Koothattukulam Municipality,24-06-2024,Kochi,Kerala,8000 /month,Immediately,2 Months,1,05-07-2024
633,"SEP- MICRO ENTERPRISE FORMED USING NULM FUND, CEF & PMFME - PRESENT STATUS STUDY- POSIBILITY OF FORMATION  KOOTHATTUKULAM MUNICIPALITY",Full Time,Koothattukulam Municipality,24-06-2024,Kochi,Kerala,8000 /month,Immediately,2 Months,1,05-07-2024
634,DAY NULM IMPACT STUDY ON SELF EMPLOYMENT PROGRAM,Full Time,Chengannur Municipality,24-06-2024,Alleppey,Kerala,8000 /month,Immediately,2 Months,1,20-07-2024
635,SMID - STUDY ON NHG -  FORMATION AND REASONS FOR INACTIVE NHG,Full Time,Muvattupuzha Municipality,24-06-2024,Kochi,Kerala,8000 /month,Immediately,2 Months,1,07-08-2024
636,SUSV-  PMSVANIDHI LOAN IMPACT ON STREET VENDORS  AND THEIR PRESENT STATUS- MUVATTUPUZHA  MUNICIPALITY,Full Time,Muvattupuzha Municipality,24-06-2024,Kochi,Kerala,8000 /month,Immediately,2 Months,1,31-07-2024
637,"SEP- MICRO ENTERPRISE FORMED USING NULM FUND, CEF & PMFME - PRESENT STATUS STUDY- POSIBILITY OF FORMATION  MUVATTUPUZHA  MUNICIPALITY",Full Time,Muvattupuzha Municipality,24-06-2024,Kochi,Kerala,8000 /month,Immediately,2 Months,1,05-07-2024
638,SUSV-  IMPACT OF PMSVANIDHI SCHEME AND SVANIDHI SE SAMRUDHI SCHEME ON  STREET VENDORS  AND THEIR PRESENT STATUS IN KALAMASSERY MUNICIPALITY,Full Time,KALAMASSERY MUNICIPALITY,24-06-2024,All,Kerala,8000 /month,Immediately,2 Months,1,07-08-2024
639,SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,Thalassery Municipality,24-06-2024,Tellicherry,Kerala,8000 /month,Immediately,2 Months,1,03-07-2024
640,SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,Thalassery Municipality,24-06-2024,Tellicherry,Kerala,8000 /month,Immediately,2 Months,1,03-07-2024
641,SEP- STUDY ON MICRO ENTERPRISE STARTED UNDER DAY NULM SCHEME AND KUDUMBASHREE- KALAMASSERY MUNICIPALITY,Full Time,KALAMASSERY MUNICIPALITY,24-06-2024,All,Kerala,8000 /month,Immediately,2 Months,1,10-08-2024
642,DAY NULM SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,Full Time,KOTHAMANGALAM MUNICIPALITY,24-06-2024,Kochi,Kerala,Unpaid,Immediately,2 Months,1,28-06-2024
643,SMID- STUDY ON UTTILISATION OF REVOLVING FUND SANCTIONED TO ADS AND NHG- SUSTAINABILITY OF MICRO ENTERPRICES STARTED OUT OF REVOLVING FUND KALAMASSERY MUNICIPALITY,Full Time,KALAMASSERY MUNICIPALITY,24-06-2024,All,Kerala,8000 /month,Immediately,2 Months,1,11-07-2024
644,DAY NULM INTERNSHIP AT WADAKKANCHERY MUNICIPALITY,Full Time,Wadakkanchery Municipality,24-06-2024,Trichar,Kerala,8000 /month,Immediately,2 Months,1,05-07-2024
645,DAY NULM IMPACT STUDY ON NULM SMID COMPONENT,Full Time,Chengannur Municipality,24-06-2024,Alleppey,Kerala,8000 /month,Immediately,2 Months,1,10-07-2024
646,LIVELIHOOD AND SKILL DEVELOPMENT -TULIP,Full Time,Thrissur Municipal Corporation,24-06-2024,Thrissur,Kerala,8000 /month,Immediately,2 Months,3,06-07-2024
647,SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,Panoor Municipality,25-06-2024,Cannanore,Kerala,8000 /month,Immediately,2 Months,1,04-07-2024
648,SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,Panoor Municipality,25-06-2024,Cannanore,Kerala,8000 /month,Immediately,2 Months,1,04-07-2024
649,"NULM TULIP INTERN- SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,STREET VENDING,SELF EMPLOYMENT PROGRAMME AND PMAY",Full Time,Kottayam Municipality,25-06-2024,Kottayam,Kerala,8000 /month,Immediately,2 Months,1,07-07-2024
650,DAY NULM - STREET VENDOR,Full Time,Kottayam Municipality,25-06-2024,Kottayam,Kerala,8000 /month,Immediately,2 Months,1,07-07-2024
651,PRADHAN MANTRI AWAS YOJANA -PMAY,Full Time,Kottayam Municipality,25-06-2024,Kottayam,Kerala,8000 /month,Immediately,2 Months,1,07-07-2024
652,"NULM TULIP INTERN- SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,STREET VENDING,SELF EMPLOYMENT PROGRAMMES.",Full Time,MANANTHAVADY MUNICIPALITY,25-06-2024,All,Kerala,8000 /month,Immediately,2 Months,1,31-07-2024
653,"NULM INTERNSHIP - STUDY ON SMID, SEP & ESTP",Full Time,MANANTHAVADY MUNICIPALITY,25-06-2024,All,Kerala,Unpaid,Immediately,2 Months,2,04-07-2024
654,"NULM INTERNSHIP - LOCAL ECONOMIC DEVELOPMENT AND MICRO ENTERPRISE, KUDUMBASHREE AND NULM IN TRIVANDRUM CORPORATION",Full Time,Thiruvananthapuram Corporation,25-06-2024,Thiruvananthapuram,Kerala,8000 /month,Immediately,2 Months,2,06-09-2024
655,NULM INTERNSHIP - KUDUMBASHREE AND NULM IN TRIVANDRUM CORPORATION,Full Time,Thiruvananthapuram Corporation,25-06-2024,Thiruvananthapuram,Kerala,8000 /month,Immediately,2 Months,1,31-08-2024
656,DAY NULM IMPACT STUDY ON NULM SMID COMPONENT,Full Time,MAVELIKARA MUNICIPALITY,26-06-2024,Alleppey,Kerala,8000 /month,Immediately,2 Months,1,10-07-2024
657,"DAY NULM IMPACT STUDY ON CITY LEVEL INTERVENTION ON SMID, SEP & SUSV",Full Time,KASARAGOD MUNICIPALITY,26-06-2024,Kasaragod,Kerala,8000 /month,Immediately,2 Months,3,31-07-2024
658,PMSVANIDHI AND DAY NULM INTERN,Full Time,KASARAGOD MUNICIPALITY,26-06-2024,Kasaragod,Kerala,8000 /month,Immediately,2 Months,3,12-07-2024
659,PMSVANIDHI AND DAY NULM INTERN,Full Time,Kanhangad Municipality,26-06-2024,Kanhangad,Kerala,8000 /month,Immediately,2 Months,3,12-07-2024
660,"DAY NULM TULIP INTERN- SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,STREET VENDING,SELF EMPLOYMENT PROGRAMME",Full Time,VAIKOM MUNICIPALITY,26-06-2024,Kottayam,Kerala,8000 /month,Immediately,2 Months,3,14-07-2024
661,SUPPORT TO URBAN STREET VENDORS,Full Time,Taliparamba Municipality,26-06-2024,Talipparamba,Kerala,8000 /month,Immediately,2 Months,1,06-07-2024
662,SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,Taliparamba Municipality,26-06-2024,Talipparamba,Kerala,8000 /month,Immediately,2 Months,1,06-07-2024
663,SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,Taliparamba Municipality,26-06-2024,Talipparamba,Kerala,8000 /month,Immediately,2 Months,1,06-07-2024
664,SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,KOOTHUPARAMBA MUNICIPALITY,26-06-2024,Kuttuparamba,Kerala,8000 /month,Immediately,2 Months,1,06-07-2024
665,SUPPORT TO STREET VENDORS,Full Time,KOOTHUPARAMBA MUNICIPALITY,26-06-2024,Kuttuparamba,Kerala,8000 /month,Immediately,2 Months,1,06-07-2024
666,SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,KOOTHUPARAMBA MUNICIPALITY,26-06-2024,Kuttuparamba,Kerala,8000 /month,Immediately,2 Months,1,06-07-2024
667,NULM TULIP INTERN,Full Time,Feroke Municipality,27-06-2024,Calicut,Kerala,8000 /month,Immediately,2 Months,3,31-07-2024
668,DAYNULM INTERN-KODUVALLY MUNICIPALITY,Full Time,KODUVALLY MUNICIPALITY,28-06-2024,Calicut,Kerala,8000 /month,Immediately,2 Months,2,10-09-2024
669,DAY NULM IMPACT STUDY ON NULM SEP COMPONENT,Full Time,MAVELIKARA MUNICIPALITY,28-06-2024,Alleppey,Kerala,8000 /month,Immediately,2 Months,1,10-07-2024
670,DAY NULM SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,Full Time,KOTHAMANGALAM MUNICIPALITY,29-06-2024,Kochi,Kerala,Unpaid,Immediately,2 Months,1,04-07-2024
671,DAY NULM SUPPORT TO URBAN SREET VENDORS,Full Time,KOTHAMANGALAM MUNICIPALITY,29-06-2024,Kochi,Kerala,Unpaid,Immediately,2 Months,1,04-07-2024
672,STREET VENDORS PAYYOLI ULB,Full Time,Payyoli municipality,29-06-2024,Calicut,Kerala,8000 /month,Immediately,2 Months,1,26-07-2024
673,SOCIAL MEDIA HANDLING SUCCESS STORIES UNDER NULM PAYYOLI,Full Time,Payyoli municipality,29-06-2024,Calicut,Kerala,8000 /month,Immediately,2 Months,1,27-07-2024
674,"NULM TULIP INTERN- SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT, SELF EMPLOYEMENT PROGRAMME",Full Time,Payyoli municipality,29-06-2024,Calicut,Kerala,8000 /month,Immediately,2 Months,1,25-07-2024
675,TULIP INTERNS UNDER DAY-NULM PROGRAMME,Full Time,RAMANATTUKARA MUNCIPALITY,01-07-2024,Calicut,Kerala,8000 /month,Immediately,2 Months,3,31-10-2024
676,SMID - STUDY ON NHG -  FORMATION AND REASONS FOR INACTIVE NHG,Full Time,paravur municipality,01-07-2024,Quilon,Kerala,8000 /month,Immediately,2 Months,1,06-08-2024
677,SEP- STUDY ON MICRO ENTERPRISE STARTED UNDER DAY NULM SCHEME AND KUDUMBASHREE- SOUTH PARAVOOR MUNICIPALITY,Full Time,paravur municipality,02-07-2024,Quilon,Kerala,8000 /month,Immediately,2 Months,1,31-07-2024
678,DAY-NULM INTERNSHIP -MUKKAM,Full Time,MUKKAM MUNICIPALITY,02-07-2024,Calicut,Kerala,8000 /month,Immediately,2 Months,2,15-08-2024
679,SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,PATHANAMTHITTA MUNICIPALITY,02-07-2024,Pathanamthitta,Kerala,8000 /month,Immediately,2 Months,1,09-07-2024
680,SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,PATHANAMTHITTA MUNICIPALITY,02-07-2024,Pathanamthitta,Kerala,8000 /month,Immediately,2 Months,1,09-07-2024
681,SUSV-  IMPACT OF PMSVANIDHI SCHEME AND SVANIDHI SE SAMRUDHI SCHEME ON  STREET VENDORS  AND THEIR PRESENT STATUS IN PATHANAMTHITTA MUNICIPALITY,Full Time,PATHANAMTHITTA MUNICIPALITY,02-07-2024,Pathanamthitta,Kerala,8000 /month,Immediately,2 Months,1,09-07-2024
682,DAY NULM SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,Full Time,Piravom Municipality,02-07-2024,All,Kerala,Unpaid,Immediately,2 Months,1,05-07-2024
683,DAY NULM SUPPORT TO URBAN STREET VENDORS,Full Time,Piravom Municipality,02-07-2024,All,Kerala,Unpaid,Immediately,2 Months,1,05-07-2024
684,DAY NULM SELF EMPLOYMENT PROGRAMME,Full Time,Piravom Municipality,02-07-2024,All,Kerala,Unpaid,Immediately,2 Months,1,05-07-2024
685,DAY NULM SELF EMPLOYMENT PROGRAMME AND URBAN POOR,Full Time,Piravom Municipality,02-07-2024,All,Kerala,Unpaid,Immediately,2 Months,1,05-07-2024
686,SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,Vadakara municipality,03-07-2024,Calicut,Kerala,8000 /month,Immediately,2 Months,2,27-07-2024
687,SELF EMPLOYMENT PROGRAMME (INDIVIDUAL AND SHG BANK LINKAGE),Full Time,Vadakara municipality,03-07-2024,Calicut,Kerala,8000 /month,Immediately,2 Months,1,27-07-2024
688,STUDY ON STREET VENDORS,Full Time,Vadakara municipality,03-07-2024,Calicut,Kerala,8000 /month,Immediately,2 Months,1,27-07-2024
689,"DAY NULM IMPACT STUDY ON CITY LEVEL INTERVENTION ON SMID, SEP, SUSV & SUH",Full Time,Angamali  Municipality,04-07-2024,Angamali,Kerala,8000 /month,Immediately,2 Months,3,06-08-2024
690,"DAY NULM IMPACT STUDY ON CITY LEVEL INTERVENTION ON SMID, SEP, SUSV & SUH",Full Time,HARIPAD MUNICIPALITY,04-07-2024,Alleppey,Kerala,8000 /month,Immediately,2 Months,3,31-08-2024
691,NULM - SELF EMPLOYMENT PROGRAM  AND  ITS ROLE IN LIVELIHOOD PROMOTION,Full Time,Kattappana Municipality,04-07-2024,All,Kerala,8000 /month,Immediately,2 Months,1,10-07-2024
692,"DAY NULM IMPACT STUDY ON CITY LEVEL INTERVENTION ON SMID, SEP, SUSV & SUH",Full Time,Pandalam Municipality,04-07-2024,Pathanamthitta,Kerala,8000 /month,Immediately,2 Months,3,15-09-2024
693,NULM - PRIME MINISTER STREET VENDORS ATMANIRBHAR NIDHI SCHEME AND ITS ROLE IN ECONOMIC UPLIFT OF STREET VENDORS,Full Time,Kattappana Municipality,04-07-2024,All,Kerala,8000 /month,Immediately,2 Months,1,27-09-2024
694,SOCIAL WORK INTERN,Full Time,ASULMS NAGAON,04-07-2024,Nagaon,Assam,Unpaid,Immediately,2 Months,1,08-07-2024
695,DAY NULM SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,Full Time,KOTHAMANGALAM MUNICIPALITY,05-07-2024,Kochi,Kerala,Unpaid,Immediately,2 Months,1,09-07-2024
696,"MOBILIZATION OF URBAN POOR AND BUILDING COMMUNITY ORGANIZATION VIZ SHGS,ALFS,CLFS, URBAN LIVELIHOODS, ENTERPRISE DEVELOPMENT OF URBAN POOR",Part Time,CITY MUNICIPAL COUNCIL JAMKHANDI,05-07-2024,Jamkhandi,Karnataka,5000 /month,Immediately,2 Months,3,09-07-2024
697,SUPPORT TO STREET VENDORS,Part Time,CITY MUNICIPAL COUNCIL JAMKHANDI,05-07-2024,Jamkhandi,Karnataka,5000 /month,Immediately,2 Months,3,09-07-2024
698,SELF EMPLOYMENT PROGRAMME (INDIVIDUAL AND SHG BANK LINKAGE),Part Time,CITY MUNICIPAL COUNCIL JAMKHANDI,05-07-2024,Jamkhandi,Karnataka,5000 /month,Immediately,2 Months,4,09-07-2024
699,DAY NULM SELF EMPLOYMENT PROGRAMME,Full Time,KOTHAMANGALAM MUNICIPALITY,05-07-2024,Kochi,Kerala,Unpaid,Immediately,2 Months,1,09-07-2024
700,SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,Thalassery Municipality,05-07-2024,Tellicherry,Kerala,8000 /month,Immediately,2 Months,1,10-07-2024
701,DAY NULM SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,Full Time,Piravom Municipality,06-07-2024,All,Kerala,Unpaid,Immediately,2 Months,1,09-07-2024
702,SELF EMPLOYMENT PROGRAMME,Full Time,SULTHAN BATHERY MUNCIPALITY,06-07-2024,Kalpatta,Kerala,8000 /month,Immediately,2 Months,1,31-07-2024
703,SMID-A STUDY ON UTILISATION OF ADS RF AND NHG RF OF SULTHAN BATHERY MUNICIPALITY,Full Time,SULTHAN BATHERY MUNCIPALITY,06-07-2024,Kalpatta,Kerala,8000 /month,Immediately,2 Months,1,31-07-2024
704,DAYNULM INTERN,Part Time,Town Municipal Council Kustagi,06-07-2024,Kustagi,Karnataka,5000 /month,Immediately,3 Months,1,11-07-2024
705,NULM SMID-SOCIAL MOBILIZATION AND INSTITUTION DEVELOPMENT,Full Time,ETTUMANOOR MUNICIPALITY,06-07-2024,Kottayam,Kerala,8000 /month,Immediately,2 Months,1,14-07-2024
706,NULM,Full Time,ETTUMANOOR MUNICIPALITY,06-07-2024,Kottayam,Kerala,8000 /month,Immediately,2 Months,1,14-07-2024
707,NULM - PMSVANIDHI,Full Time,ETTUMANOOR MUNICIPALITY,06-07-2024,Kottayam,Kerala,8000 /month,Immediately,2 Months,1,14-07-2024
708,SUPPORT TO URBAN STREET VENDORS : SUSV NULM - KOYILANDY MUNICIPALITY,Full Time,KOYILANDY MUNICIPALITY,07-07-2024,Calicut,Kerala,8000 /month,Immediately,2 Months,1,25-07-2024
709,STREET VENDORS REHABILITATION - KOYILANDY ULB,Full Time,KOYILANDY MUNICIPALITY,07-07-2024,Calicut,Kerala,8000 /month,Immediately,2 Months,1,25-07-2024
710,SOCIAL MEDIA HANDLING SUCCESS STORIES KUDUMBASHRE NULM  KOYILANDY ULB,Full Time,KOYILANDY MUNICIPALITY,07-07-2024,Calicut,Kerala,8000 /month,Immediately,2 Months,1,07-08-2024
711,"DAY NULM IMPACT STUDY ON CITY LEVEL INTERVENTION ON SMID, SEP, SUSV & SUH",Full Time,Alappuzha Municipality,08-07-2024,Alappuzha,Kerala,8000 /month,Immediately,2 Months,3,18-07-2024
712,IMPACT STUDY OF NULM IN LIVELIHOOD SECTOR,Full Time,Kozhikode Municipal Corporation,08-07-2024,Calicut,Kerala,8000 /month,Immediately,2 Months,2,20-07-2024
713,SMID - STUDY ON NHG -  FORMATION AND REASONS FOR INACTIVE NHG,Full Time,KOTTARAKKARA MUNICIPALIY,08-07-2024,Quilon,Kerala,8000 /month,Immediately,2 Months,1,08-08-2024
714,"SEP- MICRO ENTERPRISE FORMED USING NULM FUND, CEF & PMFME - PRESENT STATUS STUDY- KOTARAKKARA MUNICIPALITY",Full Time,KOTTARAKKARA MUNICIPALIY,08-07-2024,Quilon,Kerala,8000 /month,Immediately,2 Months,1,03-08-2024
715,SUSV-  PMSVANIDHI LOAN IMPACT ON STREET VENDORS  AND THEIR PRESENT STATUS- KOTARAKKARA MUNICIPALITY,Full Time,KOTTARAKKARA MUNICIPALIY,08-07-2024,Quilon,Kerala,8000 /month,Immediately,2 Months,1,08-08-2024
716,SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,Sreekandapuram municipality,09-07-2024,Kannur,Kerala,8000 /month,Immediately,2 Months,1,20-07-2024
717,PM SVANIDHI SOCIO ECONOMIC CHANGES IN STREET VENDORS,Full Time,Sreekandapuram municipality,09-07-2024,Kannur,Kerala,8000 /month,Immediately,2 Months,1,20-07-2024
718,SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,Sreekandapuram municipality,09-07-2024,Kannur,Kerala,8000 /month,Immediately,2 Months,1,20-07-2024
719,SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,Nileshwar Municipality,09-07-2024,Kasaragod,Kerala,8000 /month,Immediately,2 Months,2,29-07-2024
720,PM SVANIDHI INTERNSHIP,Full Time,Town Municipal Council Terdal,09-07-2024,Terdal,Karnataka,5000 /month,Immediately,2 Months,5,20-07-2024
721,SELF EMPLOYMENT PROGRAMME : SEP NULM,Full Time,Nileshwar Municipality,09-07-2024,Kasaragod,Kerala,8000 /month,Immediately,2 Months,1,22-07-2024
722,STREET VENDOR,Full Time,Nileshwar Municipality,09-07-2024,Kasaragod,Kerala,8000 /month,Immediately,2 Months,1,22-07-2024
723,DAY -NULM,Full Time,Town Municiple Council Harugeri,09-07-2024,Harugeri,Karnataka,Unpaid,Immediately,8 Weeks,4,15-09-2024
724,"INTERN FOR URBAN LIVELIHOOD, ENTERPRISE DEVELOPMENT OF URBAN POOR",Part Time,"TOWN MUNICIPAL COUNCIL, SANKESHWAR",10-07-2024,Sankeshwar,Karnataka,5000 /month,Immediately,3 Months,1,15-07-2024
725,DAYNULM INTERN,Full Time,TP Sargur,11-07-2024,Mysore,Karnataka,1667 /month,Immediately,3 Months,1,15-07-2024
726,UTILISATION OF ADS- NHG REVOLVING FUND IN NHGS,Full Time,Kalpetta Municipality,11-07-2024,Kalpatta,Kerala,8000 /month,Immediately,2 Months,1,17-07-2024
727,SELF EMPLOYMENT PROGRAMME,Full Time,Kalpetta Municipality,11-07-2024,Kalpatta,Kerala,8000 /month,Immediately,2 Months,1,17-07-2024
728,"NULM TULIP INTERN- SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT,STREET VENDING,SELF EMPLOYMENT PROGRAMMES.",Full Time,MANJERI MUNICIPALITY,11-07-2024,Manjeri,Kerala,8000 /month,Immediately,2 Months,2,19-07-2024
729,SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,Kottayam Municipality,15-07-2024,Kottayam,Kerala,8000 /month,Immediately,2 Months,3,20-07-2024
730,DAY-NULM,Full Time,Thrikkakara Municipality,15-07-2024,Kochi,Kerala,8000 /month,Immediately,2 Months,1,25-07-2024
731,SOCIAL MOBILISATION AND INSTITUTIONAL DEVELOPMENT : SM&ID NULM,Full Time,Panoor Municipality,18-07-2024,Cannanore,Kerala,8000 /month,Immediately,2 Months,1,25-07-2024
732,SELF EMPLOYMENT PROGRAMME DAY NULM,Full Time,Panoor Municipality,18-07-2024,Cannanore,Kerala,8000 /month,Immediately,2 Months,1,25-07-2024
733,SUPPORT TO URBAN STREET VENDORS,Full Time,Adoor Municipality,18-07-2024,All,Kerala,8000 /month,Immediately,2 Months,1,21-08-2024
734,"SMID - STUDY ON NHG -  FUNCTIONING,BOOK KEEPING,UTILISATION OF RF-ADS AND NHG-FORMATION OF ENTERPRISES USING RF.",Full Time,Adoor Municipality,18-07-2024,All,Kerala,8000 /month,Immediately,2 Months,1,21-08-2024
735,"SEP- MICRO ENTERPRISE FORMED USING NULM FUND, CEF & PMFME - PRESENT STATUS STUDY- ADOOR MUNICIPALITY",Full Time,Adoor Municipality,18-07-2024,All,Kerala,8000 /month,Immediately,2 Months,1,21-08-2024
736,UTILISATION OF ADS- NHG REVOLVING FUND IN NHGS,Full Time,Kalpetta Municipality,20-07-2024,Kalpatta,Kerala,8000 /month,Immediately,2 Months,1,20-07-2024
737,DEENDAYAL ANTYODAYA YOJANE NULM,Full Time,Town Panchayath Kanakagiri,20-07-2024,Kanakagiri,Karnataka,1667 /month,Immediately,3 Months,5,26-07-2024
738,DEENDAYAL ANTYODAYA YOJANE NULM,Full Time,TP Yelburga,20-07-2024,Yelburga,Karnataka,1667 /month,Immediately,3 Months,4,26-07-2024
739,SOCIAL EXPERT (DAY-NULM) JULY-2024,Full Time,NAGPUR MUNICIPAL CORPORATION NAGPUR,22-07-2024,Nagpur,Maharashtra,Unpaid,Immediately,6 Months,10,01-08-2024
740,DAY NULM SELF EMPLOYMENT PROGRAMME,Full Time,Piravom Municipality,22-07-2024,All,Kerala,Unpaid,Immediately,2 Months,1,30-07-2024
741,DAY NULM SUPPORT TO URBAN SREET VENDORS,Full Time,Piravom Municipality,22-07-2024,All,Kerala,Unpaid,Immediately,2 Months,1,30-07-2024
742,DAYNULM INTERNS SOCIAL MOBILISATION AND INSTITUITIONAL DEVELOPMENT SEP SELF EMPLOYMENT PROGRAMME STREET VENDING,Full Time,Nilambur Municipality,22-07-2024,Nilambar,Kerala,8000 /month,Immediately,2 Months,2,02-08-2024
743,DAY - NULM SUPPORT TO URBAN STREET VENDORS,Full Time,KOTHAMANGALAM MUNICIPALITY,23-07-2024,Kochi,Kerala,Unpaid,Immediately,2 Months,1,25-07-2024
744,TRAINING OF SKILL DEVELOPMENT,Full Time,Town Panchayat Tavaragera,23-07-2024,Tavaragera,Karnataka,5000 /month,Immediately,3 Months,5,06-08-2024
